"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"Master Class",134673,-48774,31.44,4283,6,90.02,-6.79,"1997-01-26"
"Miss Saigon",447299,-29606,37.46,11941,8,85.64,-5.57,"1997-01-26"
"Once Upon a Mattress",260430,-38601,46.18,5640,8,61.68,-2.22,"1997-01-26"
"The Phantom of the Opera",598252,-55363,54.07,11064,8,85.95,-8.82,"1997-01-26"
"Present Laughter",162318,-19479,32.56,4985,8,66.57,-5.88,"1997-01-26"
"Rent",528025,2967,55.23,9560,8,101.88,0,"1997-01-26"
"Smokey Joe's Cafe",321499,-10031,36.81,8733,8,90.07,-2.46,"1997-01-26"
"Sunset Boulevard",404005,15367,38.54,10484,8,76.64,4.83,"1997-01-26"
"The Three Sisters",139094,0,39.87,3489,0,99.89,0,"1997-01-26"
"Victor / Victoria",787010,16218,63.92,12313,8,96.14,-1.04,"1997-01-26"
"Beauty and the Beast",577878,4943,52.28,11053,8,79.4,-0.34,"1997-01-19"
"Bring in 'da Noise Bring in 'da Funk",323207,-105791,50.24,6433,8,75.58,-22.02,"1997-01-19"
"Cats",380914,23546,40.6,9382,8,79.13,2.49,"1997-01-19"
"Chicago",630606,-2804,58.39,10800,8,99.12,-0.6,"1997-01-19"
"A Funny Thing Happened on the Way to the Forum",637981,-9975,56.41,11309,8,87.42,0.13,"1997-01-19"
"Grease",365417,30381,44.85,8147,8,92.75,2.72,"1997-01-19"
"An Ideal Husband",192941,42418,34.11,5656,8,64.51,9.35,"1997-01-19"
"The King and I",442476,-21684,54.07,8184,8,77.85,-4.31,"1997-01-19"
"Les Misérables",457897,-3761,41.4,11060,8,97.84,11.71,"1997-01-19"
"Master Class",183447,0,34.14,5374,7,96.81,0,"1997-01-19"
"Miss Saigon",476905,61404,37.5,12719,8,91.21,23.68,"1997-01-19"
"Once Upon a Mattress",299031,11271,51.18,5843,8,63.9,-2.73,"1997-01-19"
"The Phantom of the Opera",653615,-36453,53.58,12199,8,94.77,2.34,"1997-01-19"
"Present Laughter",181797,11090,33.51,5425,8,72.45,5.01,"1997-01-19"
"Rent",525058,-302,54.92,9560,8,101.88,0,"1997-01-19"
"Smokey Joe's Cafe",331530,-40474,36.95,8972,8,92.53,7.15,"1997-01-19"
"Sunset Boulevard",388638,-8068,39.56,9823,8,71.81,-5.4,"1997-01-19"
"Victor / Victoria",770792,42970,61.93,12447,8,97.18,1.24,"1997-01-19"
"Beauty and the Beast",572935,-193214,51.62,11100,8,79.74,-19.55,"1997-01-12"
"Bring in 'da Noise Bring in 'da Funk",428998,-58291,51.64,8308,8,97.6,-4.88,"1997-01-12"
"Cats",357368,-225585,39.33,9087,8,76.64,-17.43,"1997-01-12"
"Chicago",633410,-50207,58.3,10865,8,99.72,-0.79,"1997-01-12"
"A Funny Thing Happened on the Way to the Forum",647956,-87614,57.38,11292,8,87.29,-3.44,"1997-01-12"
"Grease",335036,-129405,42.37,7908,8,90.03,-6.18,"1997-01-12"
"An Ideal Husband",150523,-18045,31.13,4836,8,55.16,5.71,"1997-01-12"
"It's a Slippery Slope",24512,-26565,24.05,1019,1,98.17,-0.1,"1997-01-12"
"The King and I",464160,-149499,53.74,8637,8,82.16,-15.01,"1997-01-12"
"Les Misérables",461658,-165626,47.42,9736,8,86.13,-12.5,"1997-01-12"
"Miss Saigon",415501,-268069,44.13,9416,8,67.53,-25.37,"1997-01-12"
"Once Upon a Mattress",287760,-151709,47.23,6093,8,66.63,-28.02,"1997-01-12"
"The Phantom of the Opera",690068,-122322,58,11898,8,92.43,-9.19,"1997-01-12"
"Present Laughter",170707,-22633,33.8,5050,8,67.44,1.27,"1997-01-12"
"The Rehearsal",71008,-43506,28.46,2495,5,100,5.01,"1997-01-12"
"Rent",525360,-12140,54.95,9560,8,101.88,0,"1997-01-12"
"Smokey Joe's Cafe",372004,-78729,44.94,8278,8,85.38,1.49,"1997-01-12"
"Sunset Boulevard",396706,-268602,37.56,10562,8,77.21,-17.31,"1997-01-12"
"Victor / Victoria",727822,111724,59.23,12288,8,95.94,23.86,"1997-01-12"
"Beauty and the Beast",766149,-73544,55.43,13821,8,99.29,-1.4,"1997-01-05"
"Bring in 'da Noise Bring in 'da Funk",487289,10508,55.86,8723,8,102.48,0.06,"1997-01-05"
"Cats",582953,-144732,52.27,11153,8,94.07,-5.04,"1997-01-05"
"Chicago",683617,26545,62.42,10952,8,100.51,0,"1997-01-05"
"A Funny Thing Happened on the Way to the Forum",735570,-10187,62.67,11737,8,90.73,-7.33,"1997-01-05"
"Grease",464441,-104317,54.96,8451,8,96.21,-3.32,"1997-01-05"
"An Ideal Husband",168568,-37976,38.88,4336,8,49.45,-10.77,"1997-01-05"
"It's a Slippery Slope",51077,-1300,25.04,2040,2,98.27,-0.24,"1997-01-05"
"Juan Darien",207382,46296,33.25,6237,8,75.11,19.26,"1997-01-05"
"The King and I",613659,-29997,60.07,10215,8,97.17,-4.5,"1997-01-05"
"Les Misérables",627284,-93220,56.26,11149,8,98.63,-1.27,"1997-01-05"
"Love Thy Neighbor",124771,8750,31.88,3914,6,83.53,3.95,"1997-01-05"
"Master Class",182497,-33576,34.93,5224,7,94.11,-3.62,"1997-01-05"
"Miss Saigon",683570,-101109,52.77,12954,8,92.9,-2.84,"1997-01-05"
"Once Upon a Mattress",439469,-57556,50.78,8655,8,94.65,2.94,"1997-01-05"
"The Phantom of the Opera",812390,-13967,62.11,13080,8,101.62,0,"1997-01-05"
"Present Laughter",193340,-29724,39.02,4955,8,66.17,-7.11,"1997-01-05"
"The Rehearsal",114514,43408,30.2,3792,8,94.99,5.37,"1997-01-05"
"Rent",537500,-29725,56.22,9560,8,101.88,0,"1997-01-05"
"Rob Becker's Defending the Caveman",218869,24521,48.04,4556,8,95.39,-4.08,"1997-01-05"
"Show Boat",723344,-188932,56.8,12735,8,83,-6,"1997-01-05"
"Smokey Joe's Cafe",450733,-109315,55.41,8134,8,83.89,-5.91,"1997-01-05"
"Sunset Boulevard",665308,-43952,51.45,12931,8,94.52,0.58,"1997-01-05"
"Victor / Victoria",616098,-69741,66.74,9232,8,72.08,-13.59,"1997-01-05"
"Beauty and the Beast",839693,154777,59.91,14016,8,100.69,11.03,"1996-12-29"
"Bring in 'da Noise Bring in 'da Funk",476781,28871,54.69,8718,8,102.42,2.56,"1996-12-29"
"Cats",727685,288497,55.05,13219,9,99.11,9.16,"1996-12-29"
"Chicago",657072,28955,60,10952,8,100.51,0.2,"1996-12-29"
"David Copperfield: Dreams and Nightmares",1315753,85411,60.83,21631,16,100.44,0.5,"1996-12-29"
"A Funny Thing Happened on the Way to the Forum",745757,136035,58.79,12685,8,98.06,13.85,"1996-12-29"
"Grease",568758,272852,57.82,9836,9,99.53,34.84,"1996-12-29"
"An Ideal Husband",206544,67523,39.12,5280,8,60.22,13.37,"1996-12-29"
"It's a Slippery Slope",52377,5059,25.61,2045,2,98.51,0,"1996-12-29"
"Juan Darien",161086,17100,34.73,4638,8,55.85,-6.16,"1996-12-29"
"The King and I",643656,121435,60.22,10688,8,101.67,18.37,"1996-12-29"
"Les Misérables",720504,244926,63.8,11293,8,99.9,9,"1996-12-29"
"Love Thy Neighbor",116021,48320,31.11,3729,6,79.58,29,"1996-12-29"
"Master Class",216073,92045,39.83,5425,7,97.73,30.97,"1996-12-29"
"Miss Saigon",784679,364927,58.78,13350,8,95.74,23.36,"1996-12-29"
"Once Upon a Mattress",497025,238991,59.27,8386,8,91.71,33.28,"1996-12-29"
"The Phantom of the Opera",826357,122894,63.18,13080,8,101.62,5.81,"1996-12-29"
"Present Laughter",223064,70610,40.65,5487,8,73.28,13.85,"1996-12-29"
"The Rehearsal",71106,-33272,31.8,2236,5,89.62,9.43,"1996-12-29"
"Rent",567225,52700,59.33,9560,8,101.88,0,"1996-12-29"
"Rob Becker's Defending the Caveman",194348,42105,46.75,4157,7,99.47,2.96,"1996-12-29"
"Show Boat",912276,415107,59.38,15363,9,89,27.14,"1996-12-29"
"Skylight",315416,81019,43.78,7204,8,85.11,22.4,"1996-12-29"
"Smokey Joe's Cafe",560048,181974,64.32,8707,8,89.8,17.22,"1996-12-29"
"Sunset Boulevard",709260,267142,55.19,12851,8,93.94,29.06,"1996-12-29"
"Taking Sides",132532,36389,28.79,4603,8,51.88,3.83,"1996-12-29"
"Victor / Victoria",685839,233716,62.51,10972,8,85.67,28.89,"1996-12-29"
"Beauty and the Beast",684916,10164,54.88,12480,8,89.66,1.11,"1996-12-22"
"Bring in 'da Noise Bring in 'da Funk",447910,7148,52.7,8500,8,99.86,-0.09,"1996-12-22"
"Cats",439188,3275,41.18,10665,8,89.95,4.11,"1996-12-22"
"Chicago",628117,20727,57.47,10930,8,100.31,-0.1,"1996-12-22"
"David Copperfield: Dreams and Nightmares",1230342,16551,60.98,20177,15,99.94,0.71,"1996-12-22"
"A Funny Thing Happened on the Way to the Forum",609722,-47386,55.97,10893,8,84.21,-7,"1996-12-22"
"Grease",295906,-53227,52.08,5682,8,64.69,-13.43,"1996-12-22"
"An Ideal Husband",139021,-32389,33.84,4108,8,46.85,-10.07,"1996-12-22"
"It's a Slippery Slope",47318,3492,23.14,2045,2,98.51,-0.09,"1996-12-22"
"Juan Darien",143986,-5203,27.96,5149,8,62.01,-7.8,"1996-12-22"
"The King and I",522221,-52594,59.64,8756,8,83.3,-9.53,"1996-12-22"
"Les Misérables",475578,71410,46.28,10275,8,90.9,3.03,"1996-12-22"
"Love Thy Neighbor",67701,5103,28.57,2370,6,50.58,11.95,"1996-12-22"
"Master Class",124028,-54193,33.47,3706,7,66.76,-14.94,"1996-12-22"
"Miss Saigon",419752,-106729,41.59,10093,8,72.38,-11.48,"1996-12-22"
"Once Upon a Mattress",258034,-20508,48.29,5343,4,58.43,-2.04,"1996-12-22"
"The Phantom of the Opera",703463,-10747,57.04,12333,8,95.81,-2.21,"1996-12-22"
"Present Laughter",152454,-26114,34.26,4450,8,59.43,-4.79,"1996-12-22"
"The Rehearsal",104378,-22711,32.61,3201,8,80.19,-12.45,"1996-12-22"
"Rent",514525,4042,53.82,9560,8,101.88,0,"1996-12-22"
"Rob Becker's Defending the Caveman",152243,-2528,44.04,3457,6,96.51,-1.26,"1996-12-22"
"Show Boat",497169,-134950,52.38,9492,8,61.86,-12.81,"1996-12-22"
"Skylight",234397,-23665,44.16,5308,8,62.71,-5.93,"1996-12-22"
"Smokey Joe's Cafe",378074,-71361,53.73,7037,8,72.58,-11.66,"1996-12-22"
"Sunset Boulevard",442118,-156842,49.81,8876,8,64.88,-16.7,"1996-12-22"
"Taking Sides",96143,-15984,22.55,4263,8,48.05,-1.3,"1996-12-22"
"Victor / Victoria",452123,-227702,62.16,7273,8,56.78,-26.39,"1996-12-22"
"Beauty and the Beast",674752,-11336,54.74,12326,8,88.55,-1.83,"1996-12-15"
"Bring in 'da Noise Bring in 'da Funk",440762,-4435,51.81,8508,8,99.95,-0.18,"1996-12-15"
"Cats",435913,-11796,42.83,10177,8,85.84,-0.61,"1996-12-15"
"Chicago",607390,14701,55.52,10941,8,100.41,-0.1,"1996-12-15"
"David Copperfield: Dreams and Nightmares",1213791,190761,60.59,20034,15,99.23,3.79,"1996-12-15"
"A Funny Thing Happened on the Way to the Forum",657108,-5030,55.69,11799,8,91.21,0.42,"1996-12-15"
"Grease",349133,-8940,50.88,6862,8,78.12,-0.81,"1996-12-15"
"An Ideal Husband",171410,-23735,34.34,4991,8,56.92,-4.78,"1996-12-15"
"It's a Slippery Slope",43826,2185,21.41,2047,2,98.6,0.19,"1996-12-15"
"Juan Darien",149189,29011,25.74,5797,8,69.81,11.4,"1996-12-15"
"The King and I",574815,-1132,58.91,9758,8,92.83,-1.03,"1996-12-15"
"Les Misérables",404168,-84971,46.5,8691,7,87.87,-0.7,"1996-12-15"
"Love Thy Neighbor",62598,1213,34.58,1810,6,38.63,-2.54,"1996-12-15"
"Master Class",178221,-15492,34.39,5183,8,81.7,-3.81,"1996-12-15"
"Miss Saigon",526481,-1500,45.03,11693,8,83.86,0.82,"1996-12-15"
"Once Upon a Mattress",278542,28403,50.38,5529,0,60.47,1.54,"1996-12-15"
"The Phantom of the Opera",714210,-5190,56.61,12617,8,98.02,-0.04,"1996-12-15"
"Present Laughter",178568,-27034,37.13,4809,8,64.22,-5.13,"1996-12-15"
"The Rehearsal",127089,-2048,34.37,3698,8,92.64,0.05,"1996-12-15"
"Rent",510483,957,53.4,9560,8,101.88,0,"1996-12-15"
"Rob Becker's Defending the Caveman",154771,3970,44.2,3502,6,97.77,2.63,"1996-12-15"
"Show Boat",632119,-53451,55.17,11457,8,74.67,-6.36,"1996-12-15"
"Skylight",258062,-11177,44.42,5810,8,68.64,-2.64,"1996-12-15"
"Smokey Joe's Cafe",449435,6962,55.02,8168,8,84.24,3,"1996-12-15"
"Sunset Boulevard",598960,-21058,53.67,11160,8,81.58,-2.63,"1996-12-15"
"Taking Sides",112127,0,25.61,4378,8,49.35,0,"1996-12-15"
"Victor / Victoria",679825,48667,63.82,10653,8,83.17,3.63,"1996-12-15"
"Beauty and the Beast",686088,-47714,54.53,12581,8,90.38,-1.47,"1996-12-08"
"Bring in 'da Noise Bring in 'da Funk",445197,-18184,52.23,8523,8,100.13,-1.96,"1996-12-08"
"Cats",447709,-65103,43.68,10249,8,86.45,2.53,"1996-12-08"
"Chicago",592689,-43738,54.12,10952,8,100.51,0,"1996-12-08"
"David Copperfield: Dreams and Nightmares",1023030,-227745,56.89,17984,9,95.44,0.76,"1996-12-08"
"A Funny Thing Happened on the Way to the Forum",662138,-82181,56.38,11745,8,90.79,-7.75,"1996-12-08"
"Grease",358073,-88061,51.65,6933,8,78.93,-12.93,"1996-12-08"
"An Ideal Husband",195145,-1256,36.07,5410,8,61.7,6.1,"1996-12-08"
"It's a Slippery Slope",41641,-1840,20.38,2043,2,98.41,-0.1,"1996-12-08"
"Juan Darien",120178,-1035,24.78,4850,8,58.41,7.65,"1996-12-08"
"Julia Sweeney's God Said ""Ha!""",82873,13655,25.61,3236,8,57.7,27.28,"1996-12-08"
"The King and I",575947,-45658,58.37,9867,8,93.86,-5.55,"1996-12-08"
"Les Misérables",489139,-115336,48.86,10012,8,88.57,-10.46,"1996-12-08"
"Love Thy Neighbor",61385,-19149,31.82,1929,6,41.17,-6.08,"1996-12-08"
"Master Class",193713,9382,35.71,5425,8,85.51,-5.73,"1996-12-08"
"Miss Saigon",527981,-103541,45.6,11579,8,83.04,-7.09,"1996-12-08"
"Once Upon a Mattress",250139,-77864,46.42,5389,0,58.93,-5.47,"1996-12-08"
"The Phantom of the Opera",719400,-22178,57,12622,8,98.06,-3.56,"1996-12-08"
"Present Laughter",205602,29865,39.59,5193,8,69.35,12.57,"1996-12-08"
"The Rehearsal",129137,35752,34.94,3696,8,92.59,18.74,"1996-12-08"
"Rent",509526,-6399,53.3,9560,8,101.88,0,"1996-12-08"
"Rob Becker's Defending the Caveman",150801,24555,44.25,3408,6,95.14,-2.98,"1996-12-08"
"Show Boat",685570,6711,55.14,12434,8,81.03,1.95,"1996-12-08"
"Skylight",269239,-13562,44.63,6033,8,71.28,-1.25,"1996-12-08"
"Smokey Joe's Cafe",442473,-54050,56.17,7877,8,81.24,-8.84,"1996-12-08"
"Sunset Boulevard",620018,-22800,53.82,11520,8,84.21,-6.62,"1996-12-08"
"Victor / Victoria",631158,100304,61.96,10187,8,79.54,12.11,"1996-12-08"
"Beauty and the Beast",733802,188207,57.4,12785,8,91.85,19.37,"1996-12-01"
"Bring in 'da Noise Bring in 'da Funk",463381,21951,53.32,8690,8,102.09,1.06,"1996-12-01"
"Cats",512812,189929,51.54,9950,8,83.92,20.55,"1996-12-01"
"Chicago",636427,57057,58.11,10952,8,100.51,3.49,"1996-12-01"
"David Copperfield: Dreams and Nightmares",1250775,0,61.34,20391,0,94.68,0,"1996-12-01"
"A Funny Thing Happened on the Way to the Forum",744319,129847,58.39,12747,8,98.54,13.07,"1996-12-01"
"Grease",446134,159587,55.29,8069,8,91.86,21.44,"1996-12-01"
"An Ideal Husband",196401,40855,40.29,4875,8,55.6,2.55,"1996-12-01"
"It's a Slippery Slope",43481,15174,21.26,2045,2,98.51,1.21,"1996-12-01"
"Juan Darien",121213,11456,28.76,4215,8,50.76,-9.34,"1996-12-01"
"Julia Sweeney's God Said ""Ha!""",69218,6455,30.78,2249,8,30.42,-9.05,"1996-12-01"
"The King and I",621605,109325,59.48,10450,8,99.41,17.68,"1996-12-01"
"Les Misérables",604475,144896,54,11194,8,99.03,8.12,"1996-12-01"
"Love Thy Neighbor",80534,13214,36.37,2214,6,47.25,-3.39,"1996-12-01"
"Master Class",184331,58362,36.39,5065,7,91.24,2.89,"1996-12-01"
"Miss Saigon",631522,158783,50.25,12568,8,90.13,7.89,"1996-12-01"
"Once Upon a Mattress",328003,106462,55.7,5889,0,64.4,-2.8,"1996-12-01"
"The Phantom of the Opera",741578,90489,56.7,13080,8,101.62,12.57,"1996-12-01"
"Present Laughter",175737,62517,41.33,4252,8,56.78,14.66,"1996-12-01"
"The Rehearsal",93385,-29577,31.68,2948,8,73.85,-25.07,"1996-12-01"
"Rent",515925,1081,53.97,9560,8,101.88,0,"1996-12-01"
"Rob Becker's Defending the Caveman",126246,-10750,43.1,2929,5,98.12,4.23,"1996-12-01"
"Show Boat",678859,180580,55.95,12134,8,79.08,11.51,"1996-12-01"
"Skylight",282801,4815,46.07,6139,8,72.53,-3.6,"1996-12-01"
"Smokey Joe's Cafe",496523,125740,56.85,8734,8,90.08,14.89,"1996-12-01"
"Sunset Boulevard",642818,145882,51.73,12426,8,90.83,17.41,"1996-12-01"
"Taking Sides",119948,-22914,25.47,4710,8,53.09,-7.66,"1996-12-01"
"Victor / Victoria",530854,65985,61.47,8636,8,67.43,-7.53,"1996-12-01"
"Beauty and the Beast",545595,-24726,54.08,10089,8,72.48,-4.23,"1996-11-24"
"Bring in 'da Noise Bring in 'da Funk",441430,6404,51.33,8600,8,101.03,1.68,"1996-11-24"
"Cats",322883,-30695,42.98,7513,8,63.37,-3.03,"1996-11-24"
"Chicago",579370,164810,54.81,10571,8,97.02,25.54,"1996-11-24"
"A Funny Thing Happened on the Way to the Forum",614472,316,55.57,11057,8,85.47,-0.45,"1996-11-24"
"Grease",286547,-9863,46.32,6186,8,70.42,-1.7,"1996-11-24"
"An Ideal Husband",155546,-21625,33.44,4651,8,53.05,-4.07,"1996-11-24"
"It's a Slippery Slope",28307,-10835,28.03,1010,1,97.3,6.5,"1996-11-24"
"Juan Darien",109757,2997,21.99,4991,1,60.1,-0.61,"1996-11-24"
"Julia Sweeney's God Said ""Ha!""",62763,20036,24.58,2553,6,39.47,-4.4,"1996-11-24"
"The King and I",512280,10883,59.63,8591,8,81.73,1.4,"1996-11-24"
"Les Misérables",459579,7477,44.72,10276,8,90.91,4.76,"1996-11-24"
"Love Thy Neighbor",67320,-6944,28.37,2373,6,50.64,-3.5,"1996-11-24"
"Master Class",125969,-47562,35.96,3503,5,88.35,-2.43,"1996-11-24"
"Miss Saigon",472739,-36485,41.22,11468,8,82.24,-3.29,"1996-11-24"
"Once Upon a Mattress",221541,0,41.2,5377,0,67.2,0,"1996-11-24"
"The Phantom of the Opera",651089,-11980,56.8,11463,8,89.05,-1.83,"1996-11-24"
"Present Laughter",113220,-77235,41.02,2760,7,42.12,-43.84,"1996-11-24"
"The Rehearsal",122962,-2193,31.14,3949,5,98.92,4.46,"1996-11-24"
"Rent",514844,3421,53.85,9560,8,101.88,0,"1996-11-24"
"Rob Becker's Defending the Caveman",136996,-10983,40.74,3363,6,93.89,5.21,"1996-11-24"
"Show Boat",498279,-63508,48.06,10368,8,67.57,-10.43,"1996-11-24"
"Skylight",277986,-5251,43.14,6444,8,76.13,0.48,"1996-11-24"
"Smokey Joe's Cafe",370783,-16763,50.86,7290,8,75.19,-2.11,"1996-11-24"
"Sunset Boulevard",496936,-20696,49.48,10044,8,73.42,-1.5,"1996-11-24"
"Taking Sides",142862,-20307,26.51,5390,8,60.75,-6.39,"1996-11-24"
"Victor / Victoria",464869,-151049,55.33,8401,7,74.96,-3.78,"1996-11-24"
"Beauty and the Beast",570321,-52159,53.41,10678,8,76.71,-6.97,"1996-11-17"
"Bring in 'da Noise Bring in 'da Funk",435026,3517,51.44,8457,8,99.35,0.56,"1996-11-17"
"Cats",353578,-27589,44.92,7872,8,66.4,-5.74,"1996-11-17"
"Chicago",414560,-8935,53.23,7788,5,71.48,-4.99,"1996-11-17"
"A Funny Thing Happened on the Way to the Forum",614156,13373,55.26,11114,8,85.92,2.72,"1996-11-17"
"Grease",296410,-21563,46.79,6335,8,72.12,-3.37,"1996-11-17"
"An Ideal Husband",177171,-9819,35.38,5008,8,57.12,-2.11,"1996-11-17"
"It's a Slippery Slope",39142,15289,20.76,1885,2,90.8,34.78,"1996-11-17"
"Juan Darien",106760,39182,21.18,5041,0,60.71,-1,"1996-11-17"
"Julia Sweeney's God Said ""Ha!""",42727,13998,21.08,2027,0,43.87,15.23,"1996-11-17"
"The King and I",501397,14222,59.38,8444,8,80.33,2.39,"1996-11-17"
"Les Misérables",452102,-28814,46.43,9738,8,86.15,-7.44,"1996-11-17"
"Love Thy Neighbor",74264,-8085,29.27,2537,6,54.14,-4.03,"1996-11-17"
"Master Class",173531,4408,34.44,5039,7,90.78,2.04,"1996-11-17"
"Miss Saigon",509224,10383,42.7,11927,8,85.53,1.36,"1996-11-17"
"The Phantom of the Opera",663069,8127,56.68,11698,8,90.88,0.72,"1996-11-17"
"Present Laughter",190455,-84,29.59,6437,0,85.96,2.61,"1996-11-17"
"The Rehearsal",125155,17831,33.19,3771,0,94.46,4.3,"1996-11-17"
"Rent",511423,-1547,53.5,9560,8,101.88,0,"1996-11-17"
"Rob Becker's Defending the Caveman",147979,20989,39.93,3706,7,88.68,-0.52,"1996-11-17"
"Sex and Longing",155719,-1265,24.16,6444,8,77.53,0.22,"1996-11-17"
"Show Boat",561787,8955,46.94,11968,8,78,1.07,"1996-11-17"
"Skylight",283237,-7573,44.24,6403,8,75.65,-2.28,"1996-11-17"
"Smokey Joe's Cafe",387546,-5402,51.71,7495,8,77.3,0.69,"1996-11-17"
"Sunset Boulevard",517632,21208,50.51,10249,8,74.92,2.37,"1996-11-17"
"Taking Sides",163169,8869,27.39,5957,8,67.14,4.92,"1996-11-17"
"Victor / Victoria",615918,107241,61.07,10085,8,78.74,9.16,"1996-11-17"
"Beauty and the Beast",622480,58391,53.44,11648,8,83.68,8.02,"1996-11-10"
"Bring in 'da Noise Bring in 'da Funk",431509,3490,51.32,8409,8,98.79,1.73,"1996-11-10"
"Cats",381167,24493,44.57,8553,8,72.14,3.74,"1996-11-10"
"Chicago",423495,10708,50.83,8332,0,76.47,-1.37,"1996-11-10"
"A Funny Thing Happened on the Way to the Forum",600783,72497,55.82,10763,8,83.2,10.53,"1996-11-10"
"Grease",317973,54782,47.95,6631,8,75.49,10.2,"1996-11-10"
"An Ideal Husband",186990,25841,36.01,5193,8,59.23,4.87,"1996-11-10"
"It's a Slippery Slope",23853,9340,20.51,1163,1,56.02,-16.14,"1996-11-10"
"Juan Darien",67578,0,21.1,3203,0,61.71,0,"1996-11-10"
"Julia Sweeney's God Said ""Ha!""",28729,0,21.72,1323,0,28.64,0,"1996-11-10"
"The King and I",487175,-365,59.46,8193,8,77.94,0.4,"1996-11-10"
"Les Misérables",480916,48893,45.46,10579,8,93.59,6.36,"1996-11-10"
"Love Thy Neighbor",82349,18684,30.21,2726,6,58.17,12.31,"1996-11-10"
"Master Class",169123,4160,34.33,4926,7,88.74,1.31,"1996-11-10"
"Miss Saigon",498841,45024,42.5,11737,8,84.17,6.22,"1996-11-10"
"The Phantom of the Opera",654942,21223,56.44,11605,8,90.16,3.65,"1996-11-10"
"Present Laughter",190539,25784,30.53,6241,0,83.35,7.5,"1996-11-10"
"The Rehearsal",107324,25670,29.82,3599,0,90.16,-4.06,"1996-11-10"
"Rent",512970,1679,53.66,9560,8,101.88,0,"1996-11-10"
"Rob Becker's Defending the Caveman",126990,13132,39.75,3195,6,89.2,3.52,"1996-11-10"
"Sex and Longing",156984,9100,24.43,6426,8,77.31,6.1,"1996-11-10"
"Show Boat",552832,70254,46.83,11804,8,76.93,12.31,"1996-11-10"
"Skylight",290810,7203,44.09,6596,8,77.93,3.24,"1996-11-10"
"Smokey Joe's Cafe",392948,10174,52.9,7428,8,76.61,0,"1996-11-10"
"Sunset Boulevard",496424,14259,50.02,9925,8,72.55,-1.4,"1996-11-10"
"Taking Sides",154300,24465,27.95,5520,8,62.22,14.01,"1996-11-10"
"Victor / Victoria",508677,2137,57.08,8912,8,69.58,0.54,"1996-11-10"
"Beauty and the Beast",564089,-43104,53.56,10532,8,75.66,-7.09,"1996-11-03"
"Bring in 'da Noise Bring in 'da Funk",428019,-7538,51.81,8262,8,97.06,-3.46,"1996-11-03"
"Cats",356674,-19523,43.98,8109,8,68.4,-3.99,"1996-11-03"
"Chicago",412787,130825,48.67,8481,0,77.84,3.68,"1996-11-03"
"A Funny Thing Happened on the Way to the Forum",528286,-87769,56.2,9400,8,72.67,-11.58,"1996-11-03"
"Grease",263191,-12897,45.89,5735,8,65.29,-6.82,"1996-11-03"
"Hughie",214663,100862,48.53,4423,7,104.61,2.29,"1996-11-03"
"An Ideal Husband",161149,-35438,33.81,4766,8,54.36,-12.59,"1996-11-03"
"It's a Slippery Slope",14513,0,19.38,749,0,72.16,0,"1996-11-03"
"The King and I",487540,-70038,59.81,8151,8,77.54,-12.45,"1996-11-03"
"Les Misérables",432023,-38689,43.82,9860,8,87.23,-4.99,"1996-11-03"
"Love Thy Neighbor",63665,6656,29.63,2149,6,45.86,0.06,"1996-11-03"
"Master Class",164963,-16163,33.99,4853,7,87.43,-8.7,"1996-11-03"
"Miss Saigon",453817,-85775,41.75,10869,8,77.95,-14.69,"1996-11-03"
"The Phantom of the Opera",633719,-61476,56.91,11135,8,86.51,-8.39,"1996-11-03"
"Present Laughter",164755,88670,29.01,5680,0,75.85,-17.69,"1996-11-03"
"The Rehearsal",81654,0,28.95,2821,0,94.22,0,"1996-11-03"
"Rent",511291,1585,53.48,9560,8,101.88,0,"1996-11-03"
"Rob Becker's Defending the Caveman",113858,1548,37.1,3069,6,85.68,1.01,"1996-11-03"
"Sex and Longing",147884,-9794,24.98,5919,8,71.21,-9.5,"1996-11-03"
"Show Boat",482578,-88467,48.67,9916,8,64.62,-8.55,"1996-11-03"
"Skylight",283607,-34734,44.86,6322,8,74.69,-7.74,"1996-11-03"
"Smokey Joe's Cafe",382774,-13019,51.53,7428,8,76.61,-4.54,"1996-11-03"
"Sunset Boulevard",482165,-113016,47.66,10116,8,73.95,-14.06,"1996-11-03"
"Taking Sides",129835,-24434,30.36,4277,8,48.21,-16.18,"1996-11-03"
"Victor / Victoria",506540,-60932,57.28,8843,8,69.04,-10.39,"1996-11-03"
"Beauty and the Beast",607193,-52836,52.71,11519,8,82.75,-7.01,"1996-10-27"
"Bring in 'da Noise Bring in 'da Funk",435557,-786,50.91,8556,8,100.52,-0.64,"1996-10-27"
"Cats",376197,-49451,43.84,8582,8,72.39,-8.06,"1996-10-27"
"Chicago",281962,0,46.53,6060,0,74.16,0,"1996-10-27"
"A Funny Thing Happened on the Way to the Forum",616055,-24772,56.53,10898,8,84.25,-5.62,"1996-10-27"
"Grease",276088,-35219,43.59,6334,8,72.11,-6.62,"1996-10-27"
"Hughie",113801,29884,46.04,2472,4,102.32,0.28,"1996-10-27"
"An Ideal Husband",196587,-15220,33.49,5870,8,66.95,-4.5,"1996-10-27"
