"SHOW","THIS.WEEK.GROSS...POTENTIAL.GROSS","DIFF..","AVG.TICKET...TOP.TICKET","SEATS.SOLD...SEATS.IN.THEATRE","PERFS.PREVIEWS","X..CAP","DIFF...CAP","WEEK.DATE"
"The King and I",557578,8130,58.94,9460,8,89.99,1.1,"1996-10-27"
"Les Misérables",470712,-24906,45.16,10424,8,92.22,-1.83,"1996-10-27"
"Love Thy Neighbor",57009,-27338,26.57,2146,6,45.8,-13.53,"1996-10-27"
"Master Class",181126,-2288,33.94,5336,7,96.13,0.58,"1996-10-27"
"Miss Saigon",539592,-31555,41.77,12918,8,92.64,-0.88,"1996-10-27"
"The Phantom of the Opera",695195,-27068,56.91,12216,8,94.9,-54.5,"1996-10-27"
"Present Laughter",76085,0,21.73,3502,0,93.54,0,"1996-10-27"
"Rent",509706,1029,53.32,9560,8,101.88,0,"1996-10-27"
"Rob Becker's Defending the Caveman",112310,2499,37.03,3033,6,84.67,1.59,"1996-10-27"
"Sex and Longing",157678,4624,23.5,6709,8,80.71,-6.85,"1996-10-27"
"Show Boat",571045,-80594,50.86,11227,8,73.17,-10.09,"1996-10-27"
"Skylight",318341,-370,45.63,6977,8,82.43,1.48,"1996-10-27"
"Smokey Joe's Cafe",395793,1361,50.3,7868,8,81.15,1.92,"1996-10-27"
"Sunset Boulevard",595181,-28555,49.43,12040,8,88.01,-2.79,"1996-10-27"
"Taking Sides",154269,1617,27,5713,8,64.39,-16.49,"1996-10-27"
"Victor / Victoria",567472,-106231,55.78,10174,8,79.43,-7.63,"1996-10-27"
"Beauty and the Beast",660029,9879,52.82,12495,8,89.76,1.97,"1996-10-20"
"Bring in 'da Noise Bring in 'da Funk",436343,5543,50.67,8611,8,101.16,0.34,"1996-10-20"
"Cats",425648,3210,44.63,9538,8,80.45,4.45,"1996-10-20"
"A Funny Thing Happened on the Way to the Forum",640827,24958,55.12,11625,8,89.87,4.88,"1996-10-20"
"Grease",311307,-14514,45.01,6916,8,78.73,0.45,"1996-10-20"
"Hughie",83917,-96827,45.39,1849,3,102.04,-0.28,"1996-10-20"
"An Ideal Husband",211807,-105,33.81,6265,8,71.45,2.11,"1996-10-20"
"The King and I",549448,13262,58.8,9344,8,88.89,2.61,"1996-10-20"
"Les Misérables",495618,16776,46.62,10631,8,94.05,4.53,"1996-10-20"
"Love Thy Neighbor",84347,-2572,30.34,2780,6,59.33,1.26,"1996-10-20"
"Master Class",183414,5568,34.58,5304,7,95.55,2.09,"1996-10-20"
"Miss Saigon",571147,21446,43.8,13040,8,93.52,2.24,"1996-10-20"
"The Phantom of the Opera",722263,7504,56.53,12777,8,149.4,52.1,"1996-10-20"
"Rent",508677,3265,53.21,9560,8,101.88,0,"1996-10-20"
"Rob Becker's Defending the Caveman",109811,-6433,36.9,2976,6,83.08,-4.02,"1996-10-20"
"Sex and Longing",153054,-4748,21.03,7278,8,87.56,1.06,"1996-10-20"
"Show Boat",651639,43436,51.01,12775,8,83.26,5.89,"1996-10-20"
"Skylight",318711,-5919,46.51,6852,8,80.95,-2.46,"1996-10-20"
"Smokey Joe's Cafe",394432,3894,51.34,7682,8,79.23,2.17,"1996-10-20"
"Summer and Smoke",130501,-12144,32.69,3992,8,100,1.2,"1996-10-20"
"Sunset Boulevard",623736,43414,50.21,12422,8,90.8,6.11,"1996-10-20"
"Taking Sides",152652,-12871,21.27,7176,5,80.88,0.75,"1996-10-20"
"Victor / Victoria",673703,32589,60.42,11151,8,87.06,8.79,"1996-10-20"
"Beauty and the Beast",650150,48524,53.2,12221,8,87.79,6.95,"1996-10-13"
"Big",337512,36132,40.06,8425,8,72.68,7.76,"1996-10-13"
"Bring in 'da Noise Bring in 'da Funk",430800,3886,50.2,8582,8,100.82,2.12,"1996-10-13"
"Cats",422438,49979,46.89,9010,8,76,5.7,"1996-10-13"
"A Funny Thing Happened on the Way to the Forum",615869,57396,56.02,10994,8,84.99,6.7,"1996-10-13"
"Grease",325821,70256,47.39,6876,8,78.28,13.1,"1996-10-13"
"Hughie",180744,1865,48.74,3708,6,102.32,1.13,"1996-10-13"
"An Ideal Husband",211912,9698,34.85,6080,8,69.34,0.23,"1996-10-13"
"The King and I",536186,21633,59.12,9070,8,86.28,3.17,"1996-10-13"
"Les Misérables",478842,13442,47.32,10119,8,89.52,-0.22,"1996-10-13"
"Love Thy Neighbor",86919,6908,31.94,2721,6,58.07,5.89,"1996-10-13"
"Master Class",177846,8425,34.28,5188,7,93.46,3.17,"1996-10-13"
"Miss Saigon",549701,24553,43.19,12728,8,91.28,3.48,"1996-10-13"
"The Phantom of the Opera",714759,28190,57.07,12524,8,97.3,2.99,"1996-10-13"
"Rent",505412,316,52.87,9560,8,101.88,0,"1996-10-13"
"Rob Becker's Defending the Caveman",116244,4931,37.26,3120,6,87.1,7.34,"1996-10-13"
"Sex and Longing",157802,7801,21.95,7190,6,86.5,-1.4,"1996-10-13"
"Show Boat",608203,23022,51.23,11871,8,77.37,2.56,"1996-10-13"
"Skylight",324630,-9619,45.98,7060,8,83.41,-11.47,"1996-10-13"
"Smokey Joe's Cafe",390538,8446,52.27,7472,8,77.06,0.99,"1996-10-13"
"Summer and Smoke",142645,7000,36.17,3944,8,98.8,-1.05,"1996-10-13"
"Sunset Boulevard",580322,-7627,50.09,11585,8,84.69,-1.94,"1996-10-13"
"Taking Sides",165523,103273,23.28,7109,0,80.13,7.77,"1996-10-13"
"Victor / Victoria",641114,19224,63.95,10025,8,78.27,-5.13,"1996-10-13"
"Beauty and the Beast",601626,10530,53.46,11253,8,80.84,1.92,"1996-10-06"
"Big",301380,52915,40.05,7525,8,64.92,7.93,"1996-10-06"
"Bring in 'da Noise Bring in 'da Funk",426914,9865,50.82,8401,8,98.7,2.68,"1996-10-06"
"Cats",372459,-7965,44.69,8335,8,70.3,-1.13,"1996-10-06"
"A Funny Thing Happened on the Way to the Forum",558473,41905,55.15,10127,8,78.29,5,"1996-10-06"
"Grease",255565,17448,44.64,5725,8,65.18,1.8,"1996-10-06"
"Hughie",178879,0,48.78,3667,6,101.19,0,"1996-10-06"
"An Ideal Husband",202214,11079,33.37,6060,8,69.11,6.46,"1996-10-06"
"The King and I",514553,2513,58.89,8737,8,83.11,1.89,"1996-10-06"
"Les Misérables",465400,30778,45.88,10144,8,89.74,5.1,"1996-10-06"
"Love Thy Neighbor",80011,-3727,32.72,2445,6,52.18,-3.41,"1996-10-06"
"Master Class",169421,-684,33.8,5012,7,90.29,-1.5,"1996-10-06"
"Miss Saigon",525148,14817,42.89,12243,8,87.8,4.18,"1996-10-06"
"The Phantom of the Opera",686569,-19775,56.55,12140,8,94.31,-1.59,"1996-10-06"
"Rent",505096,7310,52.83,9560,8,101.88,0,"1996-10-06"
"Rob Becker's Defending the Caveman",111313,-2044,38.96,2857,6,79.76,-5.33,"1996-10-06"
"Sex and Longing",150001,-14159,20.53,7306,0,87.9,-4.76,"1996-10-06"
"Show Boat",585181,39183,50.98,11479,8,74.81,4.04,"1996-10-06"
"Skylight",334249,50663,41.62,8031,8,94.88,-2.01,"1996-10-06"
"Smokey Joe's Cafe",382092,36728,51.8,7376,8,76.07,5.04,"1996-10-06"
"Summer and Smoke",135645,-1232,34.03,3986,8,99.85,-0.15,"1996-10-06"
"Sunset Boulevard",587949,35838,49.61,11851,8,86.63,5.04,"1996-10-06"
"Taking Sides",62250,0,19.39,3210,0,72.36,0,"1996-10-06"
"Victor / Victoria",621890,5797,58.22,10682,8,83.4,-5.79,"1996-10-06"
"Beauty and the Beast",591096,1661,53.81,10985,8,78.92,0.54,"1996-09-29"
"Big",248465,30209,37.61,6606,8,56.99,8.03,"1996-09-29"
"Bring in 'da Noise Bring in 'da Funk",417049,-3026,51.03,8173,8,96.02,0.8,"1996-09-29"
"Cats",380424,3637,44.92,8469,8,71.43,1.86,"1996-09-29"
"A Delicate Balance",316647,51243,37.29,8491,8,98.37,10.17,"1996-09-29"
"A Funny Thing Happened on the Way to the Forum",516568,-11607,54.48,9481,8,73.29,0.18,"1996-09-29"
"Grease",238117,4657,42.77,5567,8,63.38,-1.94,"1996-09-29"
"An Ideal Husband",191135,22368,34.8,5493,8,62.65,4.86,"1996-09-29"
"The King and I",512040,11207,59.97,8538,8,81.22,0.38,"1996-09-29"
"Les Misérables",434622,13520,45.42,9568,8,84.64,2.14,"1996-09-29"
"Love Thy Neighbor",83738,23030,32.15,2605,6,55.59,19.53,"1996-09-29"
"Master Class",170105,13444,33.39,5095,7,91.79,5.59,"1996-09-29"
"Miss Saigon",510331,28738,43.77,11660,8,83.62,3.98,"1996-09-29"
"The Phantom of the Opera",706344,11274,57.22,12344,8,95.9,0.72,"1996-09-29"
"Rent",497786,-6860,52.07,9560,8,101.88,0,"1996-09-29"
"Rob Becker's Defending the Caveman",113357,-6708,37.19,3048,6,85.09,-3.46,"1996-09-29"
"Sex and Longing",164160,7407,21.31,7702,0,92.66,6.7,"1996-09-29"
"Show Boat",545998,20672,50.28,10859,8,70.77,0.51,"1996-09-29"
"Skylight",283586,42911,34.58,8201,8,96.89,9.46,"1996-09-29"
"Smokey Joe's Cafe",345364,34765,50.15,6887,8,71.03,5,"1996-09-29"
"Summer and Smoke",136877,3997,34.29,3992,8,100,0.03,"1996-09-29"
"Sunset Boulevard",552111,48147,49.46,11162,8,81.59,-4.86,"1996-09-29"
"Victor / Victoria",616093,-14047,53.93,11424,8,89.19,-1.64,"1996-09-29"
"Beauty and the Beast",589435,29140,54.03,10910,8,78.38,4.74,"1996-09-22"
"Big",218256,26658,38.46,5675,8,48.96,3.82,"1996-09-22"
"Bring in 'da Noise Bring in 'da Funk",420075,6944,51.83,8105,8,95.22,2.07,"1996-09-22"
"Cats",376787,9774,45.68,8248,8,69.57,0.54,"1996-09-22"
"A Delicate Balance",265404,43139,34.86,7613,8,88.2,13.26,"1996-09-22"
"A Funny Thing Happened on the Way to the Forum",528175,72957,55.85,9457,8,73.11,12.48,"1996-09-22"
"Grease",233460,28243,40.69,5738,8,65.32,7.65,"1996-09-22"
"Hughie",179804,-53269,48.7,3692,6,101.88,0.91,"1996-09-22"
"An Ideal Husband",168767,31068,33.31,5067,8,57.79,11.41,"1996-09-22"
"The King and I",500833,12812,58.94,8498,8,80.84,3.28,"1996-09-22"
"Les Misérables",421102,9733,45.15,9326,8,82.5,-0.76,"1996-09-22"
"Love Thy Neighbor",60708,15972,35.92,1690,6,36.06,4.61,"1996-09-22"
"Master Class",156661,-4400,32.74,4785,7,86.2,4.56,"1996-09-22"
"Miss Saigon",481593,6054,43.37,11105,8,79.64,-1.98,"1996-09-22"
"The Phantom of the Opera",695070,30757,56.73,12252,8,95.18,4.67,"1996-09-22"
"Rent",504646,306,52.79,9560,8,101.88,0,"1996-09-22"
"Rob Becker's Defending the Caveman",120065,21953,37.85,3172,6,88.55,12.7,"1996-09-22"
"Sex and Longing",156753,81852,21.94,7145,0,85.96,2.37,"1996-09-22"
"Show Boat",525326,2017,48.73,10780,8,70.26,-0.43,"1996-09-22"
"Skylight",240675,42186,32.52,7400,4,87.43,7.36,"1996-09-22"
"Smokey Joe's Cafe",310599,13517,48.52,6402,8,66.03,3.63,"1996-09-22"
"Summer and Smoke",132880,-948,33.29,3991,8,99.97,3.28,"1996-09-22"
"Sunset Boulevard",503964,20440,48.7,10348,7,86.45,9.97,"1996-09-22"
"Victor / Victoria",630140,84883,54.16,11634,8,90.83,8.59,"1996-09-22"
"Beauty and the Beast",560295,-6806,54.66,10251,8,73.64,-0.93,"1996-09-15"
"Big",191598,-74689,36.61,5233,8,45.14,-8.49,"1996-09-15"
"Bring in 'da Noise Bring in 'da Funk",413131,-9878,52.1,7929,8,93.15,-0.86,"1996-09-15"
"Cats",367013,39445,44.85,8184,8,69.03,7.26,"1996-09-15"
"A Delicate Balance",222265,22001,34.36,6469,8,74.94,4.64,"1996-09-15"
"A Funny Thing Happened on the Way to the Forum",455218,239428,58.04,7843,8,60.63,25.64,"1996-09-15"
"Grease",205217,22582,40.51,5066,8,57.67,8.63,"1996-09-15"
"Hughie",233073,33116,54.6,4269,7,100.97,-0.38,"1996-09-15"
"An Ideal Husband",137699,-24245,33.86,4067,8,46.38,-9.52,"1996-09-15"
"The King and I",488021,-1743,59.86,8153,8,77.56,0.64,"1996-09-15"
"Les Misérables",411369,-21799,43.71,9412,8,83.26,46.65,"1996-09-15"
"Love Thy Neighbor",44736,9593,36.43,1228,5,31.45,-0.43,"1996-09-15"
"Master Class",161061,25143,31.1,5179,8,81.64,7.09,"1996-09-15"
"Miss Saigon",475539,46651,41.78,11381,8,81.62,5.48,"1996-09-15"
"The Phantom of the Opera",664313,13402,57.02,11651,8,90.51,1.46,"1996-09-15"
"Rent",504340,-3103,52.76,9560,8,101.88,0,"1996-09-15"
"Rob Becker's Defending the Caveman",98112,0,36.11,2717,6,75.85,0,"1996-09-15"
"Sex and Longing",74901,0,21.56,3474,0,83.59,0,"1996-09-15"
"Show Boat",523309,96970,48.25,10846,8,70.69,12.56,"1996-09-15"
"Skylight",198489,0,29.29,6777,0,80.07,0,"1996-09-15"
"Smokey Joe's Cafe",297082,32600,49.1,6050,8,62.4,8.15,"1996-09-15"
"Summer and Smoke",133828,22003,34.67,3860,8,96.69,-3.31,"1996-09-15"
"Sunset Boulevard",483524,39470,46.21,10463,8,76.48,9.58,"1996-09-15"
"Victor / Victoria",545257,52841,51.77,10533,8,82.24,11.74,"1996-09-15"
"Beauty and the Beast",567101,-58005,54.63,10380,8,74.57,-9.31,"1996-09-08"
"Big",266287,-123603,42.83,6217,8,53.63,-23.91,"1996-09-08"
"Bring in 'da Noise Bring in 'da Funk",423009,-13799,52.86,8002,8,94.01,-5.12,"1996-09-08"
"Cats",327568,-117068,44.73,7323,8,61.77,-20.56,"1996-09-08"
"A Delicate Balance",200264,-29060,33,6068,8,70.3,-6.09,"1996-09-08"
"A Funny Thing Happened on the Way to the Forum",215790,-358796,47.68,4526,8,34.99,-39.66,"1996-09-08"
"Grease",182635,-150364,42.39,4308,8,49.04,-32.62,"1996-09-08"
"Hughie",199957,-32321,54.44,3673,6,101.35,-0.23,"1996-09-08"
"An Ideal Husband",161944,-36406,33.04,4901,8,55.9,-13.18,"1996-09-08"
"The King and I",489764,-89206,60.57,8086,8,76.92,-16.13,"1996-09-08"
"Les Misérables",433168,-92643,104.68,4138,8,36.61,-61.65,"1996-09-08"
"Love Thy Neighbor",35143,-36817,35.28,996,4,31.88,-18.98,"1996-09-08"
"Master Class",135918,-63679,32.85,4138,7,74.55,-13.53,"1996-09-08"
"Miss Saigon",428888,-86778,40.4,10617,8,76.14,-15.53,"1996-09-08"
"The Phantom of the Opera",650911,-76715,56.78,11463,8,89.05,-9.38,"1996-09-08"
"Rent",507443,1203,53.08,9560,8,101.88,0,"1996-09-08"
"Seven Guitars",223340,41027,35.25,6335,8,83.62,33.54,"1996-09-08"
"Show Boat",426339,-160340,47.8,8919,8,58.13,-24.2,"1996-09-08"
"Smokey Joe's Cafe",264482,-108706,50.28,5260,8,54.25,-28.22,"1996-09-08"
"Summer and Smoke",111825,-4420,28.01,3992,5,100,0.38,"1996-09-08"
"Sunset Boulevard",444054,-160846,48.52,9152,8,66.9,-28.82,"1996-09-08"
"Victor / Victoria",492416,-44487,54.54,9029,8,70.5,-11.45,"1996-09-08"
"Beauty and the Beast",625106,-34687,53.54,11676,8,83.88,-4.25,"1996-09-01"
"Big",389890,13940,43.38,8988,8,77.54,1.89,"1996-09-01"
"Bring in 'da Noise Bring in 'da Funk",436808,6733,51.77,8438,8,99.13,-0.29,"1996-09-01"
"Cats",444636,-23330,45.55,9761,8,82.33,-4.93,"1996-09-01"
"A Delicate Balance",229324,33018,34.78,6594,8,76.39,11.38,"1996-09-01"
"A Funny Thing Happened on the Way to the Forum",574586,-30943,59.5,9657,8,74.65,-4.41,"1996-09-01"
"Grease",332999,-24022,46.42,7173,8,81.66,-4.23,"1996-09-01"
"Hughie",232278,9040,54.08,4295,7,101.58,-0.71,"1996-09-01"
"An Ideal Husband",198350,8205,32.75,6057,8,69.08,-0.88,"1996-09-01"
"The King and I",578970,-21031,59.19,9781,8,93.05,-2.95,"1996-09-01"
"Les Misérables",525811,-6169,47.34,11107,8,98.26,0.04,"1996-09-01"
"Love Thy Neighbor",71960,5455,36.23,1986,5,50.86,1.92,"1996-09-01"
"Master Class",199597,23094,35.72,5588,8,88.08,-2.52,"1996-09-01"
"Miss Saigon",515666,-10332,40.34,12782,8,91.67,-1.98,"1996-09-01"
"The Phantom of the Opera",727626,-13920,57.43,12670,8,98.43,-2.41,"1996-09-01"
"Rent",506240,1686,52.95,9560,8,101.88,0,"1996-09-01"
"Rob Becker's Defending the Caveman",99701,-5129,35.29,2825,6,78.87,-2.4,"1996-09-01"
"Seven Guitars",182313,34503,48.05,3794,8,50.08,-10.23,"1996-09-01"
"Show Boat",586679,9053,46.44,12633,8,82.33,1.55,"1996-09-01"
"Smokey Joe's Cafe",373188,16205,46.67,7996,8,82.47,2.02,"1996-09-01"
"Summer and Smoke",116245,4173,29.23,3977,0,99.62,7.21,"1996-09-01"
"Sunset Boulevard",604900,-16728,46.2,13094,8,95.72,-0.24,"1996-09-01"
"Victor / Victoria",536903,24609,51.15,10496,8,81.95,7.59,"1996-09-01"
"Beauty and the Beast",659793,-40945,53.78,12268,8,88.13,-4.75,"1996-08-25"
"Big",375950,-22582,42.87,8769,8,75.65,-3.7,"1996-08-25"
"Bring in 'da Noise Bring in 'da Funk",430075,427,50.82,8463,8,99.42,-0.15,"1996-08-25"
"Cats",467966,-63229,45.23,10346,8,87.26,-8.56,"1996-08-25"
"A Delicate Balance",196306,-18024,34.98,5612,8,65.01,-6.6,"1996-08-25"
"A Funny Thing Happened on the Way to the Forum",605529,-39892,59.21,10227,8,79.06,-6.78,"1996-08-25"
"Grease",357021,-22072,47.32,7545,8,85.89,-6.64,"1996-08-25"
"Hughie",223238,-10017,51.62,4325,4,102.29,0.99,"1996-08-25"
"An Ideal Husband",190145,-13913,31,6134,8,69.96,4.1,"1996-08-25"
"The King and I",600001,620,59.46,10091,8,96,-0.97,"1996-08-25"
"Les Misérables",531980,-9731,47.91,11103,8,98.22,-0.5,"1996-08-25"
"Love Thy Neighbor",66505,0,34.8,1911,5,48.94,0,"1996-08-25"
"Master Class",176503,-18879,35.1,5029,7,90.6,-1.91,"1996-08-25"
"Miss Saigon",525998,-48273,40.28,13059,8,93.65,-4.06,"1996-08-25"
"The Phantom of the Opera",741546,-4192,57.13,12980,8,100.84,-0.78,"1996-08-25"
"Rent",504554,-3270,52.78,9560,8,101.88,0,"1996-08-25"
"Rob Becker's Defending the Caveman",104830,-3971,36.01,2911,6,81.27,-5.55,"1996-08-25"
"Seven Guitars",147810,-11077,32.35,4569,8,60.31,-5.7,"1996-08-25"
"Show Boat",577626,-40078,46.6,12395,8,80.78,-5.17,"1996-08-25"
"Smokey Joe's Cafe",356983,-36464,45.77,7800,8,80.45,-7.79,"1996-08-25"
"Summer and Smoke",112072,70172,30.38,3689,0,92.41,8.38,"1996-08-25"
"Sunset Boulevard",621628,-15577,47.35,13128,8,95.96,-2.77,"1996-08-25"
"Victor / Victoria",512294,-47853,53.79,9524,8,74.36,5.27,"1996-08-25"
"Beauty and the Beast",700738,30741,54.2,12929,8,92.88,3.94,"1996-08-18"
"Big",398532,32773,43.33,9198,8,79.35,8.54,"1996-08-18"
"Bring in 'da Noise Bring in 'da Funk",429648,7104,50.7,8475,8,99.57,0.67,"1996-08-18"
"Cats",531195,40259,46.76,11361,8,95.82,5.99,"1996-08-18"
"A Delicate Balance",214330,-7347,34.68,6181,8,71.61,-1.7,"1996-08-18"
"A Funny Thing Happened on the Way to the Forum",645421,13047,58.13,11104,8,85.84,1.89,"1996-08-18"
"Grease",379093,-7564,46.64,8128,8,92.53,-2.31,"1996-08-18"
"Hughie",233255,247,54.46,4283,0,101.3,0.45,"1996-08-18"
"An Ideal Husband",204058,-6030,35.33,5775,8,65.86,0.09,"1996-08-18"
"The King and I",599381,-5181,58.8,10193,8,96.97,-0.71,"1996-08-18"
"Les Misérables",541711,5587,48.54,11159,8,98.72,-0.01,"1996-08-18"
"Master Class",195382,-23022,38.05,5135,7,92.51,-2.93,"1996-08-18"
"Miss Saigon",574271,37124,42.15,13625,8,97.71,3.66,"1996-08-18"
"The Phantom of the Opera",745738,2031,57.01,13080,8,101.62,0.46,"1996-08-18"
"Rent",507824,2105,53.12,9560,8,101.88,0,"1996-08-18"
"Rob Becker's Defending the Caveman",108801,-7527,34.98,3110,6,86.82,-2.66,"1996-08-18"
"Seven Guitars",158887,1403,31.77,5001,8,66.01,-2.4,"1996-08-18"
"Show Boat",617704,15991,46.84,13188,8,85.95,3.59,"1996-08-18"
"Smokey Joe's Cafe",393447,2280,45.98,8556,8,88.24,2.25,"1996-08-18"
"Summer and Smoke",41900,0,33.31,1258,0,84.03,0,"1996-08-18"
"Sunset Boulevard",637205,62809,47.18,13506,8,98.73,8,"1996-08-18"
"Victor / Victoria",560147,9425,63.3,8849,8,69.09,-2.14,"1996-08-18"
"Beauty and the Beast",669997,25343,54.12,12380,8,88.94,1.02,"1996-08-11"
"Big",365759,-8564,44.56,8208,8,70.81,-6.36,"1996-08-11"
"Bring in 'da Noise Bring in 'da Funk",422544,4805,50.2,8418,8,98.9,0.02,"1996-08-11"
"Cats",490936,35147,46.1,10650,8,89.83,2.34,"1996-08-11"
"A Delicate Balance",221677,25219,35.03,6328,8,73.31,8.85,"1996-08-11"
"A Funny Thing Happened on the Way to the Forum",632374,48933,58.23,10860,8,83.95,7.04,"1996-08-11"
"Grease",386657,15627,46.41,8331,8,94.84,1.39,"1996-08-11"
"Hughie",233008,-1402,54.65,4264,0,100.85,0.85,"1996-08-11"
"An Ideal Husband",210088,25098,36.43,5767,8,65.77,7.78,"1996-08-11"
"The King and I",604562,42406,58.88,10268,8,97.68,5.84,"1996-08-11"
"Les Misérables",536124,11255,48.04,11160,8,98.73,-0.2,"1996-08-11"
"Love Thy Neighbor",106297,13226,37.57,2829,6,60.37,7.17,"1996-08-11"
"Master Class",218404,30841,36.07,6055,8,95.44,-2.16,"1996-08-11"
"Miss Saigon",537147,22726,40.96,13114,8,94.05,3.04,"1996-08-11"
"The Phantom of the Opera",743707,1433,57.12,13021,8,101.16,0.05,"1996-08-11"
"Rent",505719,4080,52.9,9560,8,101.88,0,"1996-08-11"
"Rob Becker's Defending the Caveman",116328,8254,36.3,3205,6,89.48,4.97,"1996-08-11"
"Seven Guitars",157484,11110,30.38,5183,8,68.41,5.74,"1996-08-11"
"Show Boat",601713,29007,47.61,12638,8,82.36,3.05,"1996-08-11"
"Smokey Joe's Cafe",391167,52692,46.91,8338,8,85.99,9.74,"1996-08-11"
"Sunset Boulevard",574396,8795,46.28,12412,8,90.73,0.3,"1996-08-11"
"A Thousand Clowns",74643,-27353,21.37,3493,7,100,0,"1996-08-11"
"Victor / Victoria",550722,37730,60.37,9123,8,71.23,8.43,"1996-08-11"
"Beauty and the Beast",644654,-34134,52.67,12239,8,87.92,-1.84,"1996-08-04"
"Big",374323,-20345,41.84,8946,8,77.17,-3.41,"1996-08-04"
"Bring in 'da Noise Bring in 'da Funk",417739,16768,49.63,8417,8,98.88,2.49,"1996-08-04"
"Cats",455789,2238,43.94,10373,8,87.49,1.88,"1996-08-04"
"A Delicate Balance",196458,-25548,35.31,5564,8,64.46,-11.95,"1996-08-04"
"A Funny Thing Happened on the Way to the Forum",583441,-36055,58.64,9949,8,76.91,-4.74,"1996-08-04"
"Grease",371030,13754,45.2,8209,8,93.45,4.01,"1996-08-04"
"Hughie",234410,101465,55.44,4228,0,100,-0.21,"1996-08-04"
"An Ideal Husband",184990,-20519,36.38,5085,8,57.99,-4.99,"1996-08-04"
"The King and I",562156,-10447,58.23,9654,8,91.84,-1.67,"1996-08-04"
"Les Misérables",524869,-1713,46.93,11183,8,98.93,0.35,"1996-08-04"
"Love Thy Neighbor",93071,-1472,37.33,2493,6,53.2,-0.04,"1996-08-04"
"Master Class",187563,90307,34.62,5418,7,97.6,0.69,"1996-08-04"
"Miss Saigon",514421,-12626,40.54,12690,8,91.01,-1.93,"1996-08-04"
"The Phantom of the Opera",742274,-6201,57.03,13015,8,101.11,-0.51,"1996-08-04"
"Rent",501639,1744,52.47,9560,8,101.88,0,"1996-08-04"
"Rob Becker's Defending the Caveman",108074,4781,35.7,3027,6,84.51,4.83,"1996-08-04"
"Seven Guitars",146374,-1967,30.83,4748,8,62.67,-1.3,"1996-08-04"
"Show Boat",572706,8396,47.06,12169,8,79.31,2.01,"1996-08-04"
"Smokey Joe's Cafe",338475,300,45.78,7393,8,76.25,1.78,"1996-08-04"
"Sunset Boulevard",565601,-12955,45.72,12371,8,90.43,-0.25,"1996-08-04"
"A Thousand Clowns",101996,-12624,25.55,3992,8,100,1.08,"1996-08-04"
"Victor / Victoria",512992,-74660,63.78,8043,8,62.8,-8.13,"1996-08-04"
"Beauty and the Beast",678788,-5536,54.33,12494,8,89.76,-0.29,"1996-07-28"
"Big",394668,-3299,42.25,9341,8,80.58,-2.87,"1996-07-28"
"Bring in 'da Noise Bring in 'da Funk",400971,-8316,48.87,8205,8,96.39,-0.92,"1996-07-28"
"Cats",453551,-10895,44.68,10150,8,85.61,-2.31,"1996-07-28"
"A Delicate Balance",222006,-20397,33.66,6596,8,76.41,-5.88,"1996-07-28"
"A Funny Thing Happened on the Way to the Forum",619496,47144,58.65,10562,8,81.65,3.84,"1996-07-28"
"Grease",357276,2236,45.48,7856,8,89.44,0.85,"1996-07-28"
"Hughie",132945,0,54.91,2421,0,100.21,0,"1996-07-28"
"An Ideal Husband",205509,-6580,37.22,5522,8,62.98,-1.99,"1996-07-28"
"The King and I",572603,-19352,58.25,9830,8,93.51,-2.82,"1996-07-28"
"Les Misérables",526582,18181,47.26,11143,8,98.58,0.91,"1996-07-28"
"Love Thy Neighbor",94543,-6334,37.89,2495,6,53.24,-2.01,"1996-07-28"
"Master Class",97256,-84225,31.64,3074,4,96.91,-0.59,"1996-07-28"
"Miss Saigon",527047,-3864,40.67,12960,8,92.94,1.27,"1996-07-28"
"The Phantom of the Opera",748475,6520,57.22,13080,8,101.62,0,"1996-07-28"
"Rent",499895,4395,52.29,9560,8,101.88,0,"1996-07-28"
"Rob Becker's Defending the Caveman",103293,-2422,36.19,2854,6,79.68,-2.37,"1996-07-28"
"Seven Guitars",148341,9901,30.61,4846,8,63.97,4.16,"1996-07-28"
"Show Boat",564310,-53893,47.58,11861,8,77.3,-6.78,"1996-07-28"
"Smokey Joe's Cafe",338175,-39498,46.83,7221,8,74.47,-8.44,"1996-07-28"
"Sunset Boulevard",578556,-13096,46.64,12405,8,90.68,-1.08,"1996-07-28"
"A Thousand Clowns",114620,-13413,29.03,3949,8,98.92,-1.08,"1996-07-28"
"Victor / Victoria",587652,38224,64.68,9085,8,70.93,1.89,"1996-07-28"
"Beauty and the Beast",684324,32969,54.59,12535,8,90.05,4.18,"1996-07-21"
"Big",397967,28346,41.14,9674,8,83.45,1.28,"1996-07-21"
"Bring in 'da Noise Bring in 'da Funk",409287,-18905,49.41,8283,8,97.31,-2.82,"1996-07-21"
"Cats",464446,35224,44.56,10424,8,87.92,3.36,"1996-07-21"
